Name,Price,Price/KG,URL
BELMONT BISCUIT CO Speculoos Cremes 126g,1.99,$1.58 per 100 g,https://www.aldi.com.au/product/000000000000623275
CORALE Corned Beef 340g,3.29,$9.68 per 1 kg,https://www.aldi.com.au/product/000000000000624669
CALBEE Harvest Snaps 15 Pack 270g,7.49,$2.77 per 100 g,https://www.aldi.com.au/product/000000000000625219
SWEET VALLEY Fruit Salad in Syrup 825g,2.89,$3.50 per 1 kg,https://www.aldi.com.au/product/000000000000625356
SPRINTERS Sea Salt Popcorn 80g,1.99,$2.49 per 100 g,https://www.aldi.com.au/product/000000000000625557
KELLOGG'S Coco Pops Bars 9 Pack 180g,4.49,$2.49 per 100 g,https://www.aldi.com.au/product/000000000000627417
BROOKDALE Golden Syrup 475g,2.49,$0.52 per 100 g,https://www.aldi.com.au/product/000000000000630440
DOMINION NATURALS Liquorice Chocolate Coated Bullets 200g,2.29,$1.15 per 100 g,https://www.aldi.com.au/product/000000000000630797
DOMINION NATURALS Pink and White Marshmallows 280g,2.99,$1.07 per 100 g,https://www.aldi.com.au/product/000000000000633210
IMPERIAL GRAIN Arborio Rice 1kg,3.99,$0.40 per 100 g,https://www.aldi.com.au/product/000000000000634898
SPRINTERS Microwave Butter Popcorn 100g,0.89,$0.89 per 100 g,https://www.aldi.com.au/product/000000000000634905
SPRINTERS Butter Popcorn 90g,1.99,$2.21 per 100 g,https://www.aldi.com.au/product/000000000000635229
SPRINTERS Sweet and Salty Popcorn 120g,1.99,$1.66 per 100 g,https://www.aldi.com.au/product/000000000000635245
FREDDI Barbie Snack Cake 10 Pack 250g,4.99,$2.00 per 100 g,https://www.aldi.com.au/product/000000000000635267
FREDDI Hot Wheels Snack Cake 8 Pack 240g,4.99,$2.08 per 100 g,https://www.aldi.com.au/product/000000000000640449
OH SO NATURAL FOODS Shiitake Mushroom Crisps 100g,4.99,$4.99 per 100 g,https://www.aldi.com.au/product/000000000000640799
RED ROCK DELI Sweet Chilli Crackers 135g,3.69,$2.73 per 100 g,https://www.aldi.com.au/product/000000000000641208
ASIA GREEN GARDEN Oyster Sauce 300ml,2.19,$0.73 per 100 ml,https://www.aldi.com.au/product/000000000000641853
RED ROCK DELI Honey Soy Chicken Crackers 135g,3.69,$2.73 per 100 g,https://www.aldi.com.au/product/000000000000641867
KOKA Instant Noodles Spicy Singapore 5 Pack 85g,1.99,$0.47 per 100 g,https://www.aldi.com.au/product/000000000000643464
ASIA GREEN GARDEN Sweet Soy Sauce 500ml,2.69,$0.54 per 100 ml,https://www.aldi.com.au/product/000000000000645854
OH SO NATURAL WHOLEFOODS Paleo Mix 240g,2.79,$1.16 per 100 g,https://www.aldi.com.au/product/000000000000646640
CADBURY Fruit & Nut Block 110g,3.49,$3.17 per 100 g,https://www.aldi.com.au/product/000000000000648312
ASIA GREEN GARDEN Fish Sauce 300ml,2.29,$0.76 per 100 ml,https://www.aldi.com.au/product/000000000000656946
HARIBO Balla Stixx Lollies 200g,3.49,$1.75 per 100 g,https://www.aldi.com.au/product/000000000000657305
SAKATA Cheese and Caramalised Onion Rice Snacks 100g,2.29,$2.29 per 100 g,https://www.aldi.com.au/product/000000000000658650
SAKATA Honey Soy Chicken Brown Rice Snacks 100g,2.29,$2.29 per 100 g,https://www.aldi.com.au/product/000000000000658660
WHITE MILL Cake In A Mug 4 Pack 220g,2.99,$1.36 per 100 g,https://www.aldi.com.au/product/000000000000658664
OH SO NATURAL WHOLEFOODS Hemp Seeds 200g,5.99,$3.00 per 100 g,https://www.aldi.com.au/product/000000000000659851
OH SO NATURAL WHOLEFOODS Almond Meal 400g,6.99,$1.75 per 100 g,https://www.aldi.com.au/product/000000000000660150
COLWAY Dijon Mustard 190g,2.29,$1.21 per 100 g,https://www.aldi.com.au/product/000000000000661272
COLWAY Wholegrain Mustard 190g,2.29,$1.21 per 100 g,https://www.aldi.com.au/product/000000000000661292
NESTLE Milo 1.2kg,17.99,$1.50 per 100 g,https://www.aldi.com.au/product/000000000000662700
NESCAFE Coffee Sachets Strong Cappuccino  26 Pack 325g,12.49,$0.48 per 1 each,https://www.aldi.com.au/product/000000000000671325
VITTORIA Italian Blend Coffee Pods 16 Pack 124g,8.99,$0.56 per 1 each,https://www.aldi.com.au/product/000000000000672758
BRANDED Smokey BBQ Sauce 500ml,2.99,$0.60 per 100 ml,https://www.aldi.com.au/product/000000000000674635
M&M'S Crispy Chocolate 145g,4.79,$3.30 per 100 g,https://www.aldi.com.au/product/000000000000678332
LIFESAVER Mixed Sherbert Fizz Stix Lollies 200g,3.49,$1.75 per 100 g,https://www.aldi.com.au/product/000000000000681040
THE NATURAL CONFECTIONERY CO. Fruit Salad 220g,3.49,$1.59 per 100 g,https://www.aldi.com.au/product/000000000000681095
GRAVOX Pepper Steak Sauce 165g,2.49,$1.51 per 100 g,https://www.aldi.com.au/product/000000000000682166
CADBURY Special Treats 180g,4.99,$2.77 per 100 g,https://www.aldi.com.au/product/000000000000684608
SMITH'S BBQ Crackers 160g,2.99,$1.87 per 100 g,https://www.aldi.com.au/product/000000000000688388
SMITH'S Cheddar Cheese Crackers 160g,2.99,$1.87 per 100 g,https://www.aldi.com.au/product/000000000000688406
STORCK Knoppers Wafers 8 Pack 200g,4.99,$2.50 per 100 g,https://www.aldi.com.au/product/000000000156428001
STORCK Merci Milk Chocolate Mix 200g,6.99,$3.50 per 100 g,https://www.aldi.com.au/product/000000000158143001
STORCK Merci Dark Chocolate Mix 200g,6.99,$3.50 per 100 g,https://www.aldi.com.au/product/000000000158143005
STORCK Merci Variety Mix 200g,6.99,$3.50 per 100 g,https://www.aldi.com.au/product/000000000158143007
PORTVIEW Tuna Chunks in Oil 95g,1.09,$11.47 per 1 kg,https://www.aldi.com.au/product/000000000199750001
PORTVIEW Tuna Chunks in Springwater 95g,1.09,$11.47 per 1 kg,https://www.aldi.com.au/product/000000000199750002
PORTVIEW Tuna Chunks in Brine 425g,3.29,$7.74 per 1 kg,https://www.aldi.com.au/product/000000000200924001
PORTVIEW Tuna Chunks in Oil 425g,3.29,$7.74 per 1 kg,https://www.aldi.com.au/product/000000000200924002
PORTVIEW Tuna Chunks in Springwater 425g,3.29,$7.74 per 1 kg,https://www.aldi.com.au/product/000000000200924003
OCEAN RISE Herring Fillets In Curry & Pineapple Sauce 200g,2.29,$11.45 per 1 kg,https://www.aldi.com.au/product/000000000262684001
OCEAN RISE Herring Fillets in Tomato Sauce 200g,2.29,$11.45 per 1 kg,https://www.aldi.com.au/product/000000000262684002
OCEAN RISE Herring Fillets in Mustard Sauce 200g,2.29,$11.45 per 1 kg,https://www.aldi.com.au/product/000000000262684003
OCEAN RISE Herring Fillets in Mango Pepper Sauce 200g,2.29,$11.45 per 1 kg,https://www.aldi.com.au/product/000000000262684004
CASA BARELLI Classic Glaze Balsamic Vinegar of Modena 250ml,4.49,$1.80 per 100 ml,https://www.aldi.com.au/product/000000000274985001
CASA BARELLI Classic Glaze Balsamic Vinegar of Modena 250ml,4.49,$1.80 per 100 ml,https://www.aldi.com.au/product/000000000274985002
CASA BARELLI Fig Glaze Balsamic Vinegar of Modena 250ml,4.49,$1.80 per 100 ml,https://www.aldi.com.au/product/000000000274985003
REMANO Red Wine Vinegar 500ml,2.49,$0.50 per 100 ml,https://www.aldi.com.au/product/000000000274992001
REMANO Balsamic Vinegar of Modena 500ml,2.49,$0.50 per 100 ml,https://www.aldi.com.au/product/000000000274992002
REMANO White Wine Vinegar 500ml,2.49,$0.50 per 100 ml,https://www.aldi.com.au/product/000000000274992003
REMANO Organic Italian Diced Tomatoes 400g,1.69,$4.23 per 1 kg,https://www.aldi.com.au/product/000000000278944001
GRANDESSA Apricot Jam 500g,2.69,$0.54 per 100 g,https://www.aldi.com.au/product/000000000279681001
GRANDESSA Orange Marmalade 500g,2.69,$0.54 per 100 g,https://www.aldi.com.au/product/000000000279681002
GRANDESSA SIGNATURE Raspberry Jam 370g,2.99,$0.81 per 100 g,https://www.aldi.com.au/product/000000000280012002
GRANDESSA SIGNATURE Premium Strawberry Jam 370g,2.99,$0.81 per 100 g,https://www.aldi.com.au/product/000000000280012003
BELMONT BISCUIT CO. Palazzo Milk Chocolate Biscuits 125g,3.49,$2.79 per 100 g,https://www.aldi.com.au/product/000000000280145001
BELMONT BISCUIT CO. Palazzo Dark Chocolate Biscuits 125g,3.49,$2.79 per 100 g,https://www.aldi.com.au/product/000000000280145002
CASA BARELLI Premium Basilico Sauce 500g,2.69,$0.54 per 100 g,https://www.aldi.com.au/product/000000000280390001
CASA BARELLI Premium Napoletana Sauce 500g,2.69,$0.54 per 100 g,https://www.aldi.com.au/product/000000000280390002
BELMONT BISCUIT CO. Dark Chocolate Coated Rice Cakes 150g,4.99,$3.33 per 100 g,https://www.aldi.com.au/product/000000000280832001
BELMONT BISCUIT CO. Milk Chocolate Coated Rice Cakes 150g,4.99,$3.33 per 100 g,https://www.aldi.com.au/product/000000000280832002
BELMONT BISCUIT CO. Yogurt Coated Rice Cakes 150g,4.99,$3.33 per 100 g,https://www.aldi.com.au/product/000000000280832003
CHOCEUR Crunchy Salted Caramel Chocolate Block 200g,4.99,$2.50 per 100 g,https://www.aldi.com.au/product/000000000286018001
CHOCEUR Salted Pretzel Chocolate Block 200g,4.99,$2.50 per 100 g,https://www.aldi.com.au/product/000000000286018002
CHOCEUR Rum Raisin & Nut Chocolate Block 200g,4.99,$2.50 per 100 g,https://www.aldi.com.au/product/000000000286066001
CHOCEUR Fruit & Nut Chocolate Block 200g,4.99,$2.50 per 100 g,https://www.aldi.com.au/product/000000000286066002
CHOCEUR Dark Hazelnut Chocolate Block 200g,4.99,$2.50 per 100 g,https://www.aldi.com.au/product/000000000293995001
CHOCEUR Dark Almond Chocolate Block 200g,4.99,$2.50 per 100 g,https://www.aldi.com.au/product/000000000293995002
CHOCEUR Milk Almond Chocolate Block 200g,4.99,$2.50 per 100 g,https://www.aldi.com.au/product/000000000294005001
CHOCEUR Milk Hazelnut Chocolate Block 200g,4.99,$2.50 per 100 g,https://www.aldi.com.au/product/000000000294005002
CHOCEUR Mini White Chocolate Bars 5 Pack 200g,5.49,$2.75 per 100 g,https://www.aldi.com.au/product/000000000294236001
CHOCEUR Mini Marzipan Chocolate Bars 5 Pack 200g,5.49,$2.75 per 100 g,https://www.aldi.com.au/product/000000000294236002
CHOCEUR Mini Dark Chocolate Bars 5 Pack 200g,5.49,$2.75 per 100 g,https://www.aldi.com.au/product/000000000294236003
CHOCEUR Mini Hazelnut Crème Bars 5 Pack 200g,5.49,$2.75 per 100 g,https://www.aldi.com.au/product/000000000294270001
CHOCEUR Mini Hazelnut Bars 5 Pack 200g,5.49,$2.75 per 100 g,https://www.aldi.com.au/product/000000000294270002
MOSER ROTH Finest Dark Roasted Hazelnut 5 Pack 125g,4.99,$3.99 per 100 g,https://www.aldi.com.au/product/000000000297243010
MOSER ROTH Finest Dark Orange & Almond Chocolate Bars 5 Pack 125g,4.99,$3.99 per 100 g,https://www.aldi.com.au/product/000000000297243015
GOLDENVALE Pecan & Maple Muesli Clusters 500g,3.89,$0.78 per 100 g,https://www.aldi.com.au/product/000000000297891001
GOLDENVALE Muesli Clusters Fruity 500g,3.89,$0.78 per 100 g,https://www.aldi.com.au/product/000000000297891003
"MADE REAL Date, Pecan & Almond Paleo Bars 5 Pack 175g",4.99,$2.85 per 100 g,https://www.aldi.com.au/product/000000000298158001
MADE REAL Cashew & Date Paleo Bars 5 Pack 175g,4.99,$2.85 per 100 g,https://www.aldi.com.au/product/000000000298158002
MADE REAL Hazelnut & Cocoa Paleo Bars 5 Pack 175g Pack,4.99,$2.85 per 100 g,https://www.aldi.com.au/product/000000000298158003
HILLCREST Morning Break Bars Chocolate 5 Pack 125g,2.99,$2.39 per 100 g,https://www.aldi.com.au/product/000000000298169001
HILLCREST Morning Break Bars Strawberry 5 Pack 125g,2.99,$2.39 per 100 g,https://www.aldi.com.au/product/000000000298169002
CHOCEUR Dark Peppermint Chocolate Block 205g,4.99,$2.43 per 100 g,https://www.aldi.com.au/product/000000000304761001
"CHOCEUR CHOCEUR, Chocr Filled&White AU4, dark choc marz",4.99,$2.43 per 100 g,https://www.aldi.com.au/product/000000000304761002
CHOCEUR Dark Caramel Sea Salt Chocolate Block 200g,4.99,$2.50 per 100 g,https://www.aldi.com.au/product/000000000304762001
CHOCEUR Caramel Chocolate Block 200g,4.99,$2.50 per 100 g,https://www.aldi.com.au/product/000000000304762002
HARIBO Tangfastics 300g,3.69,$1.23 per 100 g,https://www.aldi.com.au/product/000000000305818001
HARIBO Starmix 300g,3.69,$1.23 per 100 g,https://www.aldi.com.au/product/000000000305818002
OH SO NATURAL ORGANIC Organic Coconut & Chia Granola 500g,5.19,$1.04 per 100 g,https://www.aldi.com.au/product/000000000318756001
BELMONT BISCUIT CO. Skadoos Milkshake Biscuit Bars 150g,2.79,$1.86 per 100 g,https://www.aldi.com.au/product/000000000330266001
BELMONT BISCUIT CO. Skadoos Buttonbix Biscuit Bars 162g,2.79,$1.72 per 100 g,https://www.aldi.com.au/product/000000000330266002
BELMONT BISCUIT CO. Skadoos Caramel Biscuit Bars 150g,2.79,$1.86 per 100 g,https://www.aldi.com.au/product/000000000330266003
REMANO Gluten Free Spirals 500g,2.49,$0.50 per 100 g,https://www.aldi.com.au/product/000000000332447001
REMANO Gluten Free Penne 500g,2.49,$0.50 per 100 g,https://www.aldi.com.au/product/000000000332447002
REMANO Gluten Free Spaghetti 500g,2.49,$0.50 per 100 g,https://www.aldi.com.au/product/000000000332447003
CHEFS' CUPBOARD Instant Gravy Mix Chicken Flavoured 120g,1.99,$0.17 per 10 g,https://www.aldi.com.au/product/000000000364775001
CHEFS' CUPBOARD Instant Gravy Mix Traditional Flavoured 120g,1.99,$0.17 per 10 g,https://www.aldi.com.au/product/000000000364775002
CHEFS' CUPBOARD Instant Gravy Mix Roast Meat Flavoured 120g,1.99,$0.17 per 10 g,https://www.aldi.com.au/product/000000000364775003
CHEFS' CUPBOARD Instant Gravy Mix Brown Onion Flavoured 120g,1.99,$0.17 per 10 g,https://www.aldi.com.au/product/000000000364775004
HILLCREST Protein Oat Bars Peanut Butter 5 Pack 200g,4.49,$2.25 per 100 g,https://www.aldi.com.au/product/000000000364944001
HILLCREST Protein Oat Bars Dark Choc 5 Pack 200g,4.49,$2.25 per 100 g,https://www.aldi.com.au/product/000000000364944002
HILLCREST Protein Oat Bars Choc Chip Coconut 5 Pack 200g,4.49,$2.25 per 100 g,https://www.aldi.com.au/product/000000000364944003
IMPERIAL GRAIN Microwave Rice Brown Rice & Chia 250g,1.99,$0.80 per 100 g,https://www.aldi.com.au/product/000000000364999001
IMPERIAL GRAIN Microwave Rice Brown Rice & Quinoa 250g,1.99,$0.80 per 100 g,https://www.aldi.com.au/product/000000000364999002
IMPERIAL GRAIN Microwave Rice Brown & Red Rice 250g,1.99,$0.80 per 100 g,https://www.aldi.com.au/product/000000000365000001
IMPERIAL GRAIN Super Blend Microwave Rice Pouch 250g,1.99,$0.80 per 100 g,https://www.aldi.com.au/product/000000000365000002
ASIA SPECIALITIES Sweet And Sour Stir Fry Sauce  500g,1.99,$0.40 per 100 g,https://www.aldi.com.au/product/000000000365085001
ASIA SPECIALITIES Sweet Soy And Garlic Stir Fry Sauce  500g,1.99,$0.40 per 100 g,https://www.aldi.com.au/product/000000000365085002
ASIA SPECIALITIES Chicken And Cashew Stir Fry Sauce  500g,1.99,$0.40 per 100 g,https://www.aldi.com.au/product/000000000365085003
ASIA SPECIALITIES Thai Red Curry Paste 195g,1.99,$1.02 per 100 g,https://www.aldi.com.au/product/000000000365135001
ASIA SPECIALITIES Thai Green Curry Paste 195g,1.99,$1.02 per 100 g,https://www.aldi.com.au/product/000000000365135002
ASIA SPECIALITIES Thai Massaman Curry Paste 195g,1.99,$1.02 per 100 g,https://www.aldi.com.au/product/000000000365135003
BELMONT BISCUIT CO. Apple Flavoured Fruit Bakes Biscuits 218g,2.99,$1.37 per 100 g,https://www.aldi.com.au/product/000000000365140001
BELMONT BISCUIT CO. Forest Fruit Flavoured Fruit Bakes Biscuits 218g,2.99,$1.37 per 100 g,https://www.aldi.com.au/product/000000000365140002
REMANO Organic Basil & Garlic Pasta Sauce 500g,2.49,$0.50 per 100 g,https://www.aldi.com.au/product/000000000365144002
REMANO Organic Bolognese Pasta Sauce 500g,2.49,$0.50 per 100 g,https://www.aldi.com.au/product/000000000365144003
REMANO Potato Gnocchi 500g,2.99,$0.60 per 100 g,https://www.aldi.com.au/product/000000000365188001
REMANO Potato Gnocchi Mini 500g,2.99,$0.60 per 100 g,https://www.aldi.com.au/product/000000000365188002
OCEAN RISE Yellowfin Tuna Slices In Olive Oil 125g,2.59,$20.72 per 1 kg,https://www.aldi.com.au/product/000000000365195001
OCEAN RISE Yellowfin Tuna Slices In Olive Oil with Chilli 125g,2.59,$20.72 per 1 kg,https://www.aldi.com.au/product/000000000365195002
OCEAN RISE Yellowfin Tuna Slices Smoke Flavoured In Olive Oil 125g,2.59,$20.72 per 1 kg,https://www.aldi.com.au/product/000000000365195003
OCEAN RISE Yellowfin Tuna Slices In Springwater 125g,2.59,$20.72 per 1 kg,https://www.aldi.com.au/product/000000000365195004
BRAMWELLS Cream Cheese Spread 250g,2.89,$1.16 per 100 g,https://www.aldi.com.au/product/000000000365196001
BRAMWELLS Cheddar Cheese Spread 250g,2.89,$1.16 per 100 g,https://www.aldi.com.au/product/000000000365196002
COLWAY Barbeque Sauce 500ml,1.85,$0.37 per 100 ml,https://www.aldi.com.au/product/000000000365204001
ASIA SPECIALITIES Butter Chicken Simmer Sauce 500g,2.69,$0.54 per 100 g,https://www.aldi.com.au/product/000000000365227002
ASIA SPECIALITIES Korma Simmer Sauce 500g,2.69,$0.54 per 100 g,https://www.aldi.com.au/product/000000000365227003
ASIA SPECIALITIES Tikka Masala Simmer Sauce 500g,2.69,$0.54 per 100 g,https://www.aldi.com.au/product/000000000365227004
SIMPLEE Sour Cream & Chives Pasta & Sauce 125g,1.29,$1.03 per 100 g,https://www.aldi.com.au/product/000000000365234001
SIMPLEE Carbonara Pasta & Sauce 125g,1.29,$1.03 per 100 g,https://www.aldi.com.au/product/000000000365234002
SIMPLEE Macaroni & Cheese Pasta & Sauce 125g,1.29,$0.99 per 100 g,https://www.aldi.com.au/product/000000000365235001
SIMPLEE Alfredo Pasta & Sauce 125g,1.29,$1.03 per 100 g,https://www.aldi.com.au/product/000000000365235002
ASIA SPECIALITIES Satay Simmer Sauce 500g,1.99,$0.40 per 100 g,https://www.aldi.com.au/product/000000000365252001
ASIA SPECIALITIES Green Curry Simmer Sauce 500g,1.99,$0.40 per 100 g,https://www.aldi.com.au/product/000000000365252002
ASIA SPECIALITIES Red Curry Simmer Sauce 500g,1.99,$0.40 per 100 g,https://www.aldi.com.au/product/000000000365252003
PORTVIEW Mayo And Sweetcorn Tuna Treats With Crackers 112g,1.99,$17.77 per 1 kg,https://www.aldi.com.au/product/000000000365338001
PORTVIEW Sundried Tomato And Basil Tuna Treats with Crackers 112g,1.99,$17.77 per 1 kg,https://www.aldi.com.au/product/000000000365338002
PORTVIEW Smoke Flavoured Tuna Pate Treats with Crackers 112g,1.99,$17.77 per 1 kg,https://www.aldi.com.au/product/000000000365338003
PORTVIEW Tuna Pate With Black Pepper Treats with Crackers 112g,1.99,$17.77 per 1 kg,https://www.aldi.com.au/product/000000000365338004
OCEAN RISE Sardines in Springwater 110g,1.59,$14.45 per 1 kg,https://www.aldi.com.au/product/000000000365365001
OCEAN RISE Sardines in Tomato Sauce 110g,1.59,$14.45 per 1 kg,https://www.aldi.com.au/product/000000000365365002
OCEAN RISE Sardines in Oil 110g,1.59,$14.45 per 1 kg,https://www.aldi.com.au/product/000000000365365003
ASIA SPECIALITIES Soy Sauce 500ml,1.79,$0.36 per 100 ml,https://www.aldi.com.au/product/000000000365384002
ASIA SPECIALITIES Soy Sauce Salt Reduced 500ml,1.79,$0.36 per 100 ml,https://www.aldi.com.au/product/000000000365384003
BROOKDALE Chocolate Ice Cream Topping 615g,1.89,$0.31 per 100 g,https://www.aldi.com.au/product/000000000365575001
BROOKDALE Caramel Ice Cream Topping 625g,1.89,$0.30 per 100 g,https://www.aldi.com.au/product/000000000365575002
BROOKDALE Strawberry Ice Cream Topping 605g,1.89,$0.31 per 100 g,https://www.aldi.com.au/product/000000000365575003
BELMONT BISCUIT CO. Strawberry Flavoured Yoghurt Fruit Bakes  180g,2.99,$1.66 per 100 g,https://www.aldi.com.au/product/000000000365623001
BELMONT BISCUIT CO. Forest Fruit Flavoured Yoghurt Fruit Bakes  180g,2.99,$1.66 per 100 g,https://www.aldi.com.au/product/000000000365623002
BROOKDALE Lime Jelly 85g,1.19,$1.40 per 100 g,https://www.aldi.com.au/product/000000000365738001
BROOKDALE Strawberry Jelly 85g,1.19,$1.40 per 100 g,https://www.aldi.com.au/product/000000000365738002
BROOKDALE Raspberry Jelly 85g,1.19,$1.40 per 100 g,https://www.aldi.com.au/product/000000000365738003
BROOKDALE Port Wine Jelly 85g,1.19,$1.40 per 100 g,https://www.aldi.com.au/product/000000000365738004
STONEMILL Himalayan Pink Rock Salt Grinder 225g,4.99,$0.22 per 10 g,https://www.aldi.com.au/product/000000000365859001
STONEMILL Himalayan Pink Salt With Whole Black Pepper Grinder 185g,4.99,$0.27 per 10 g,https://www.aldi.com.au/product/000000000365859002
OH SO NATURAL WHOLEFOODS Organic Tricolour Quinoa 500g,5.99,$1.20 per 100 g,https://www.aldi.com.au/product/000000000365912001
OH SO NATURAL WHOLEFOODS Organic White Quinoa 500g,5.99,$1.20 per 100 g,https://www.aldi.com.au/product/000000000365912002
MOCCONA Coffee Classic Medium Roast 150g,13.99,$9.33 per 100 g,https://www.aldi.com.au/product/000000000365918001
MOCCONA Coffee Classic Dark Roast 150g,13.99,$9.33 per 100 g,https://www.aldi.com.au/product/000000000365918002
MOCCONA Instant Coffee Espresso Style 150g,13.99,$9.33 per 100 g,https://www.aldi.com.au/product/000000000365918003
SPRINTERS Snack Stack Chips Original Flavour 160g,1.99,$1.24 per 100 g,https://www.aldi.com.au/product/000000000366033001
SPRINTERS Snack Stack ChipsSour Cream & Onion Flavour 160g,1.99,$1.24 per 100 g,https://www.aldi.com.au/product/000000000366033002
COLWAY Creamy Squeeze Mayonnaise 475g,3.59,$0.67 per 100 g,https://www.aldi.com.au/product/000000000366034001
COLWAY Light Squeeze Mayonnaise 535g,3.59,$0.67 per 100 g,https://www.aldi.com.au/product/000000000366034002
DAMORA Thin & Crispy Original Rice Crackers 6 Pack 120g,2.99,$2.49 per 100 g,https://www.aldi.com.au/product/000000000366110001
DAMORA Thin & Crispy Salt & Vinegar Rice Crackers 6 Pack 120g,2.99,$2.49 per 100 g,https://www.aldi.com.au/product/000000000366110002
DAMORA Thin & Crispy  Cheese Rice Crackers 6 Pack  120g,2.99,$2.49 per 100 g,https://www.aldi.com.au/product/000000000366110003
COLWAY Honey Mustard Simmer Sauce 485g,1.89,$0.39 per 100 g,https://www.aldi.com.au/product/000000000366117001
COLWAY Creamy Mushroom Simmer Sauce 475g,1.89,$0.40 per 100 g,https://www.aldi.com.au/product/000000000366117002
BELMONT BISCUIT CO. Vanilla Flavoured Crème Wafers 125g,0.79,$0.63 per 100 g,https://www.aldi.com.au/product/000000000366164001
BELMONT BISCUIT CO. Chocolate Flavoured Crème Wafers 125g,0.79,$0.63 per 100 g,https://www.aldi.com.au/product/000000000366164002
BELMONT BISCUIT CO. Strawberry Flavoured Crème Wafers 125g,0.79,$0.63 per 100 g,https://www.aldi.com.au/product/000000000366164003
COBRAM ESTATE Australian Extra Virgin Olive Oil Light 500ml,14.99,$3.00 per 100 ml,https://www.aldi.com.au/product/000000000366276001
COBRAM ESTATE Australian Extra Virgin Olive Oil Classic 500ml,14.99,$3.00 per 100 ml,https://www.aldi.com.au/product/000000000366276002
COBRAM ESTATE Australian Extra Virgin Olive Oil Robust 500ml,14.99,$3.00 per 100 ml,https://www.aldi.com.au/product/000000000366276003
OCEAN RISE Yellowfin Tuna Chunks with Puttanesca 95g,1.29,$13.58 per 1 kg,https://www.aldi.com.au/product/000000000366294004
OCEAN RISE Yellowfin Tuna Chunks with Pepper And Lemon Flavour 95g,1.29,$13.58 per 1 kg,https://www.aldi.com.au/product/000000000366294005
OCEAN RISE Lite Yellowfin Tuna Chunks 95g,1.29,$13.58 per 1 kg,https://www.aldi.com.au/product/000000000366294006
OCEAN RISE Ginger And Soy Yellowfin Tuna Chunks 95g,1.29,$13.58 per 1 kg,https://www.aldi.com.au/product/000000000366294007
PORTVIEW Tomato & Basil Tuna 95g,1.09,$11.47 per 1 kg,https://www.aldi.com.au/product/000000000366297001
PORTVIEW Tomato & Onion Tuna 95g,1.09,$11.47 per 1 kg,https://www.aldi.com.au/product/000000000366297002
PORTVIEW Tuna with Sweet Chilli & Onion 95g,1.09,$11.47 per 1 kg,https://www.aldi.com.au/product/000000000366297003
PORTVIEW Lemon & Pepper Tuna 95g,1.09,$11.47 per 1 kg,https://www.aldi.com.au/product/000000000366297004
PORTVIEW Smoke Flavour Tuna in Oil 95g,1.09,$11.47 per 1 kg,https://www.aldi.com.au/product/000000000366298001
PORTVIEW Lime & Chilli Tuna 95g,1.09,$11.47 per 1 kg,https://www.aldi.com.au/product/000000000366298002
PORTVIEW Mayo & Sweetcorn Tuna 95g,1.09,$11.47 per 1 kg,https://www.aldi.com.au/product/000000000366298005
PORTVIEW Tangy Jalapenos Tuna 95g,1.09,$11.47 per 1 kg,https://www.aldi.com.au/product/000000000366298006
PORTVIEW Mango Chilli Tuna 95g,1.09,$11.47 per 1 kg,https://www.aldi.com.au/product/000000000366299001
PORTVIEW Mild Curry Tuna 95g,1.09,$11.47 per 1 kg,https://www.aldi.com.au/product/000000000366299002
PORTVIEW Seeded Mustard Tuna 95g,1.09,$11.47 per 1 kg,https://www.aldi.com.au/product/000000000366299003
PORTVIEW Mexican Salsa Tuna 95g,1.09,$11.47 per 1 kg,https://www.aldi.com.au/product/000000000366299004
BELMONT BISCUIT CO. Gluten Free Chocolate Chip Biscuits 180g,2.99,$1.66 per 100 g,https://www.aldi.com.au/product/000000000366305001
BELMONT BISCUIT CO. Gluten Free Anzac Biscuits 180g,2.99,$1.66 per 100 g,https://www.aldi.com.au/product/000000000366305002
COLWAY Mild Chilli Flavoured Mayonnaise 252g,1.99,$0.79 per 100 g,https://www.aldi.com.au/product/000000000366353001
COLWAY Smokey Chipotle Mayonnaise 252g,1.99,$0.79 per 100 g,https://www.aldi.com.au/product/000000000366353002
COLWAY Peri Peri Flavoured Mayonnaise 252g,1.99,$0.79 per 100 g,https://www.aldi.com.au/product/000000000366353005
OCEAN RISE Sweet Chilli Salmon 95g,1.49,$15.68 per 1 kg,https://www.aldi.com.au/product/000000000366373001
OCEAN RISE Smoked Flavoured Salmon 95g,1.49,$15.68 per 1 kg,https://www.aldi.com.au/product/000000000366373002
OCEAN RISE Tomato Salsa Salmon 95g,1.49,$15.68 per 1 kg,https://www.aldi.com.au/product/000000000366373003
OCEAN RISE Aioli And Cracked Pepper Salmon 95g,1.49,$15.68 per 1 kg,https://www.aldi.com.au/product/000000000366373004
OCEAN RISE Soy Sauce Ginger & Garlic Salmon 95g,1.49,$15.68 per 1 kg,https://www.aldi.com.au/product/000000000366373005
OCEAN RISE Teriyaki And Garlic Salmon 95g,1.49,$15.68 per 1 kg,https://www.aldi.com.au/product/000000000366373006
SWEET VINE Yoghurt Coated Sultanas 6 Snack Pack,3.69,$20.50 per 1 kg,https://www.aldi.com.au/product/000000000366374002
OCEAN RISE Yellowfin Tuna Chunks in Springwater 95g,1.29,$13.58 per 1 kg,https://www.aldi.com.au/product/000000000366377001
