Name,Price,Price/KG,URL
SNACKERS MARKET Tasty Cheese & Crackers 50g,1.79,$35.80 per 1 kg,https://www.aldi.com.au/product/000000000000461721
WORLD KITCHEN Chicken and Bacon Carbonara 350g,7.99,$2.28 per 100 g,https://www.aldi.com.au/product/000000000000475004
WORLD KITCHEN Chicken & Bacon Macaroni Cheese 1.1kg,10.99,$1.00 per 100 g,https://www.aldi.com.au/product/000000000000479090
PREMIERE Fruit Swirl Blueberry Yogurt 700g,4.89,$0.70 per 100 g,https://www.aldi.com.au/product/000000000000483991
EMPORIUM SELECTION Ash Brie 125g,3.19,$25.52 per 1 kg,https://www.aldi.com.au/product/000000000000485178
"READY, SET…COOK! Pork Bao Bun Meal Kit 730g",14.99,$20.53 per 1 kg,https://www.aldi.com.au/product/000000000000488327
LURPAK Slightly Salted Spreadable 375g,7.69,$2.05 per 100 g,https://www.aldi.com.au/product/000000000000490386
EMPORIUM SELECTION Halloumi Cheese 225g,4.99,$22.18 per 1 kg,https://www.aldi.com.au/product/000000000000491654
PREMIERE Fruit Swirl Mango & Blood Orange Yogurt 700g,4.89,$0.70 per 100 g,https://www.aldi.com.au/product/000000000000494093
VAALIA Tropical Yogurt 140g,1.99,$1.42 per 100 g,https://www.aldi.com.au/product/000000000000504386
FARMDALE Dollop Cream 300ml,4.39,$1.46 per 100 ml,https://www.aldi.com.au/product/000000000000506913
NORCO Finest Dairy 1.5L,4.19,$2.79 per 1 L,https://www.aldi.com.au/product/000000000000508528
ZYMIL Lactose Free Thickened Cream 300ml,4.09,$1.36 per 100 ml,https://www.aldi.com.au/product/000000000000515993
FARMDALE Skim Milk 2L,3.19,$1.60 per 1 L,https://www.aldi.com.au/product/000000000000516003
YOGURI Vanilla Protein Yogurt Pouch 150g,2.19,$1.46 per 100 g,https://www.aldi.com.au/product/000000000000518062
YOGURI Mixed Berries Protein Yogurt Pouch 150g,2.19,$1.46 per 100 g,https://www.aldi.com.au/product/000000000000518094
WORLD KITCHEN Beef Lasagne 1.2kg,7.99,$0.67 per 100 g,https://www.aldi.com.au/product/000000000000531367
WORLD KITCHEN Pork & Beef Spaghetti Meatballs 1.1kg,10.99,$1.00 per 100 g,https://www.aldi.com.au/product/000000000000536869
WORLD KITCHEN Stone Baked BBQ Chicken & Bacon Pizza 490g,6.29,$1.28 per 100 g,https://www.aldi.com.au/product/000000000000543466
WORLD KITCHEN Spaghetti Bolognese 350g,6.49,$1.85 per 100 g,https://www.aldi.com.au/product/000000000000543768
"READY, SET…COOK! Chicken Pad Thai Kit 760g",15.99,$21.04 per 1 kg,https://www.aldi.com.au/product/000000000000548214
PURE VALLEY Salted Butter 375g,7.49,$2.00 per 100 g,https://www.aldi.com.au/product/000000000000550470
LYTTOS Lactose Free Greek Style Yogurt 1kg,6.69,$0.67 per 100 g,https://www.aldi.com.au/product/000000000000557007
EMPORIUM SELECTION Mascarpone 250g,4.69,$18.76 per 1 kg,https://www.aldi.com.au/product/000000000000558799
FOOD ENVY Mousse with Biscoff Spread 2 Pack 90g,4.99,$2.77 per 100 g,https://www.aldi.com.au/product/000000000000560180
WORLD KITCHEN Garlic Naan Bread 3 Pack 375g,3.99,$1.06 per 100 g,https://www.aldi.com.au/product/000000000000581229
YOGURI Passionfruit Yogurt Pouch 150g,2.19,$1.46 per 100 g,https://www.aldi.com.au/product/000000000000594030
WORLD KITCHEN Pizza Dough 250g,1.99,$0.80 per 100 g,https://www.aldi.com.au/product/000000000000597850
YOGURI Vanilla Protein Yogurt Tub 700g,6.49,$0.93 per 100 g,https://www.aldi.com.au/product/000000000000600015
BROOKLEA Lactose Free Strawberry Yogurt 4 Pack 140g,5.29,$0.94 per 100 g,https://www.aldi.com.au/product/000000000000600658
"READY, SET…COOK! Sweet & Sour Pork Meal Kit 800g",14.99,$18.74 per 1 kg,https://www.aldi.com.au/product/000000000000602725
BROOKLEA Greek Style No Added Sugar Tropical Yogurt Pouch 110g,1.19,$1.08 per 100 g,https://www.aldi.com.au/product/000000000000614406
BROOKLEA Banana Yogurt 110g,1.19,$1.08 per 100 g,https://www.aldi.com.au/product/000000000000614423
FARMDALE Cooking Cream 300ml,2.99,$1.00 per 100 ml,https://www.aldi.com.au/product/000000000000617400
FARMDALE Light Lactose Free Milk 1L,2.99,$2.99 per 1 L,https://www.aldi.com.au/product/000000000000617933
SPECIALLY SELECTED Diavola Pizza 500g,11.99,$2.40 per 100 g,https://www.aldi.com.au/product/000000000000620973
WORLD KITCHEN Beef Massaman Curry 800g,11.99,$1.50 per 100 g,https://www.aldi.com.au/product/000000000000630823
WORLD KITCHEN Lemon Pepper Chicken 435g,8.99,$2.07 per 100 g,https://www.aldi.com.au/product/000000000000634415
INNER GOODNESS Coconut Natural Yogurt 500g,4.49,$0.90 per 100 g,https://www.aldi.com.au/product/000000000000641540
INNER GOODNESS Coconut Vanilla Yogurt 500g,4.49,$0.90 per 100 g,https://www.aldi.com.au/product/000000000000641563
WORLD KITCHEN Vegetable Samosas 285g,5.99,$2.10 per 100 g,https://www.aldi.com.au/product/000000000000642235
WORLD KITCHEN Chicken & Chorizo Paella 1.1kg,11.99,$1.09 per 100 g,https://www.aldi.com.au/product/000000000000645053
BULLA Light Lactose Free Sour Cream 200g,4.09,$2.05 per 100 g,https://www.aldi.com.au/product/000000000000646268
WORLD KITCHEN Satay Chicken 350g,8.99,$2.57 per 100 g,https://www.aldi.com.au/product/000000000000654007
WORLD KITCHEN Cottage Pie 350g,6.99,$2.00 per 100 g,https://www.aldi.com.au/product/000000000000654823
WORLD KITCHEN Truffle Gnocchi 500g,4.99,$1.00 per 100 g,https://www.aldi.com.au/product/000000000000655127
WORLD KITCHEN Four Cheese Ravioli 350g,4.99,$1.43 per 100 g,https://www.aldi.com.au/product/000000000000655135
WORLD KITCHEN Butter Chicken Naanwich 200g,4.99,$2.50 per 100 g,https://www.aldi.com.au/product/000000000000658647
WORLD KITCHEN Beef Stroganoff 350g,8.99,$2.57 per 100 g,https://www.aldi.com.au/product/000000000000658672
TAMAR VALLEY DAIRY Peaches and Cream Yogurt 700g,5.99,$0.86 per 100 g,https://www.aldi.com.au/product/000000000000663869
"READY, SET…COOK! Chicken, Fetta and Spinach Sausage Rolls 600g",8.99,$14.98 per 1 kg,https://www.aldi.com.au/product/000000000000666927
WORLD KITCHEN Beef Burrito Family Bake 1.1kg,11.99,$1.09 per 100 g,https://www.aldi.com.au/product/000000000000672427
WORLD KITCHEN Mexican Style Superfood Bowl 385g,7.49,$1.95 per 100 g,https://www.aldi.com.au/product/000000000000672461
OAK Plus Protein Chocolate No Added Sugar Flavoured Milk 500ml,3.59,$7.18 per 1 L,https://www.aldi.com.au/product/000000000000677490
AUSTRALIA'S OWN Full Cream Milk 6 Pack 200ml,4.49,$3.74 per 1 L,https://www.aldi.com.au/product/000000000000679211
CHARLIE'S FINE FOOD CO. Charlie's Choc Chip Cookie Dough 450g,6.49,$1.44 per 100 g,https://www.aldi.com.au/product/000000000000682810
SANITARIUM High Protein Oat Milk 1L,2.99,$2.99 per 1 L,https://www.aldi.com.au/product/000000000000684868
FOOD ENVY Chocolate Mousse 2 Pack 62g,2.49,$2.01 per 100 g,https://www.aldi.com.au/product/000000000398529001
FOOD ENVY Chocolate Salted Caramel Mousse 2 Pack 62g,2.49,$2.01 per 100 g,https://www.aldi.com.au/product/000000000398529002
WORLD KITCHEN Bolognese Pasta Sauce 425g,3.99,$0.94 per 100 g,https://www.aldi.com.au/product/000000000398757001
WORLD KITCHEN Creamy Carbonara Pasta Sauce 425g,3.99,$0.94 per 100 g,https://www.aldi.com.au/product/000000000398757002
WORLD KITCHEN Tomato & Garlic Pasta Sauce 425g,3.99,$0.94 per 100 g,https://www.aldi.com.au/product/000000000398757003
SNACKERS MARKET Gouda Cheese Bites 5 Pack 20g,2.99,$29.90 per 1 kg,https://www.aldi.com.au/product/000000000400320001
VAALIA Lactose Free Kids Yoghurt Pouch Vanilla 140g,1.99,$1.42 per 100 g,https://www.aldi.com.au/product/000000000401742001
VAALIA Lactose Free Kids Yoghurt Pouch Strawberry 140g,1.99,$1.42 per 100 g,https://www.aldi.com.au/product/000000000401742002
PREMIERE Chocolate Fudge Honeycomb Flavoured Yogurt Mix Ins 140g,2.69,$1.92 per 100 g,https://www.aldi.com.au/product/000000000403355001
PREMIERE Cookies & CreamYogurt Mix Ins 140g,2.69,$1.92 per 100 g,https://www.aldi.com.au/product/000000000403355002
YOGURI Greek Style  Yogurt Raspberry Pouch 140g,1.99,$1.42 per 100 g,https://www.aldi.com.au/product/000000000403497001
YOGURI Greek Style Yogurt Strawberry Pouch 140g,1.99,$1.42 per 100 g,https://www.aldi.com.au/product/000000000403497002
FOOD ENVY Italian Dessert Tiramisu 500g,7.99,$1.60 per 100 g,https://www.aldi.com.au/product/000000000405368001
FOOD ENVY Italian Dessert Truffle 500g,7.99,$1.60 per 100 g,https://www.aldi.com.au/product/000000000405368002
SUNNYVALE Cholesterol Lowering Original 500g,4.09,$0.82 per 100 g,https://www.aldi.com.au/product/000000000405463001
SUNNYVALE Cholesterol Lowering Light 500g,4.09,$0.82 per 100 g,https://www.aldi.com.au/product/000000000405463002
URBAN EATS Soup Noodle Kit Ramen 405g,4.99,$1.23 per 100 g,https://www.aldi.com.au/product/000000000467693001
URBAN EATS Soup Noodle Kit Laksa 405g,4.99,$1.23 per 100 g,https://www.aldi.com.au/product/000000000467693002
URBAN EATS Soup Noodle Kit Beef Pho 335g,4.99,$1.49 per 100 g,https://www.aldi.com.au/product/000000000467693003
YOGURI Apple Cinnamon Yogurt Mousse with Bircher Muesli 120g,2.99,$2.49 per 100 g,https://www.aldi.com.au/product/000000000639612002
HEALTH & VITALITY FIT Sriracha Style Chicken 350g,6.99,$2.00 per 100 g,https://www.aldi.com.au/product/000000000664690001
HEALTH & VITALITY FIT Portuguese Style Chicken 350g,6.99,$2.00 per 100 g,https://www.aldi.com.au/product/000000000664690002
OH SO NATURAL ORGANIC Organic Extra Virgin Olive Oil 500ml,8.99,$1.80 per 100 ml,https://www.aldi.com.au/product/000000000000199822
PURE VITA Sunflower Oil 1L,4.59,$0.46 per 100 ml,https://www.aldi.com.au/product/000000000000200347
OH SO NATURAL ORGANIC Organic Baked Beans in Tomato Sauce 420g,1.59,$0.38 per 100 g,https://www.aldi.com.au/product/000000000000201100
CORALE Baked Beans in Tomato Sauce 420g,1.09,$0.26 per 100 g,https://www.aldi.com.au/product/000000000000261610
IMPERIAL GRAIN Jasmine Rice 1kg,3.19,$0.32 per 100 g,https://www.aldi.com.au/product/000000000000262101
IMPERIAL GRAIN Basmati Rice 1kg,3.99,$0.40 per 100 g,https://www.aldi.com.au/product/000000000000262325
IMPERIAL GRAIN Long Grain Rice 2kg,3.59,$0.18 per 100 g,https://www.aldi.com.au/product/000000000000262809
SWEET VINE Pitted Prunes 500 g,5.99,$11.98 per 1 kg,https://www.aldi.com.au/product/000000000000266263
REMANO Basil Pesto 190g,1.89,$0.99 per 100 g,https://www.aldi.com.au/product/000000000000274244
REMANO Sundried Tomato Pesto 190g,1.89,$0.99 per 100 g,https://www.aldi.com.au/product/000000000000274249
COLWAY Authentic Mayonnaise Squeeze 475g,4.49,$0.95 per 100 g,https://www.aldi.com.au/product/000000000000275699
REMANO Italian Diced Tomatoes 400g,0.95,$2.38 per 1 kg,https://www.aldi.com.au/product/000000000000278716
SWEET VALLEY Peach Slices In Syrup 825g,2.39,$2.90 per 1 kg,https://www.aldi.com.au/product/000000000000280732
FORRESTERS Natural Walnuts 500g,9.99,$19.98 per 1 kg,https://www.aldi.com.au/product/000000000000282420
CHOCEUR Milk Chocolate Block 200g,4.99,$2.50 per 100 g,https://www.aldi.com.au/product/000000000000285757
CHOCEUR Dark Chocolate Block 200g,4.99,$2.50 per 100 g,https://www.aldi.com.au/product/000000000000285778
MAOAM Maoam Joystixx 400g,4.99,$1.25 per 100 g,https://www.aldi.com.au/product/000000000000287257
ALCAFE Aroma Classic Instant Coffee 200g,5.49,$2.75 per 100 g,https://www.aldi.com.au/product/000000000000294612
BROOKDALE Pure Maple Syrup 250ml,5.49,$2.20 per 100 ml,https://www.aldi.com.au/product/000000000000334621
DIPLOMAT Tea Cup Bags 100 Pack,1.75,$0.02 per 1 each,https://www.aldi.com.au/product/000000000000334624
ARNOTT'S Jatz Original Crackers Value Pack 310g,4.19,$1.35 per 100 g,https://www.aldi.com.au/product/000000000000364744
REMANO Bowties Pasta 500g,0.99,$0.20 per 100 g,https://www.aldi.com.au/product/000000000000364752
SPRINTERS Thin Cut Chips Original 230g,2.69,$1.17 per 100 g,https://www.aldi.com.au/product/000000000000364772
SPRINTERS Crinkle Cut Original Potato Chips 230g,2.69,$1.17 per 100 g,https://www.aldi.com.au/product/000000000000364773
SPRINTERS Crinkle Cut Potato Chips Chicken 230g,2.69,$1.17 per 100 g,https://www.aldi.com.au/product/000000000000364774
OCEAN RISE Yellowfin Tuna Chunks in Oil 425g,4.49,$10.56 per 1 kg,https://www.aldi.com.au/product/000000000000364820
CORALE Spaghetti in Tomato Sauce 420g,0.89,$0.21 per 100 g,https://www.aldi.com.au/product/000000000000364938
IMPERIAL GRAIN Brown Rice 1kg,2.49,$0.25 per 100 g,https://www.aldi.com.au/product/000000000000364957
GOLDENVALE Just Bran 530g,2.99,$0.56 per 100 g,https://www.aldi.com.au/product/000000000000364976
ARNOTT'S Family Favourites Assorted Biscuits 500g,4.99,$1.00 per 100 g,https://www.aldi.com.au/product/000000000000364998
COLWAY Real Mayonnaise 455g,3.39,$0.75 per 100 g,https://www.aldi.com.au/product/000000000000365007
OH SO NATURAL WHOLEFOODS Pepita Seeds 125g,1.49,$11.92 per 1 kg,https://www.aldi.com.au/product/000000000000365029
OH SO NATURAL WHOLEFOODS Sunflower Seeds 250g,2.39,$9.56 per 1 kg,https://www.aldi.com.au/product/000000000000365030
PURE VITA White Vinegar 2L,1.79,$0.09 per 100 ml,https://www.aldi.com.au/product/000000000000365116
SWEET VINE Australian Sultanas 6 Snack Pack,2.49,$10.38 per 1 kg,https://www.aldi.com.au/product/000000000000365166
FORRESTERS Salted Mixed Nuts 375g,3.49,$9.31 per 1 kg,https://www.aldi.com.au/product/000000000000365177
FORRESTERS Natural Almonds 750g,13.99,$18.65 per 1 kg,https://www.aldi.com.au/product/000000000000365178
BELMONT BISCUIT CO. Signature 40% Chocolate Chip Cookies 400g,4.99,$1.25 per 100 g,https://www.aldi.com.au/product/000000000000365203
BELMONT BISCUIT CO. Hundreds & Thousands Biscuits 200g,1.99,$1.00 per 100 g,https://www.aldi.com.au/product/000000000000365226
THE OLIVE TREE Extra Virgin Olive Oil Spray 225g,4.49,$2.00 per 100 g,https://www.aldi.com.au/product/000000000000365230
BELMONT BISCUIT CO. Scotch Finger Biscuits 250g,1.25,$0.50 per 100 g,https://www.aldi.com.au/product/000000000000365253
PURE VITA Canola Oil Cooking Spray 400g,2.79,$0.70 per 100 g,https://www.aldi.com.au/product/000000000000365257
BELMONT BISCUIT CO. Dark Choc Viennese Style Fingers 6 Pack 190g,3.99,$2.10 per 100 g,https://www.aldi.com.au/product/000000000000365262
FORRESTERS Natural Mixed Nuts 500g,11.99,$23.98 per 1 kg,https://www.aldi.com.au/product/000000000000365270
OCEAN RISE Italian Style Yellowfin Tuna Chunks in Oil 185g,2.29,$12.38 per 1 kg,https://www.aldi.com.au/product/000000000000365274
OCEAN RISE Yellowfin Tuna Chunks Italian Style in Oil with Chilli 185g,2.29,$12.38 per 1 kg,https://www.aldi.com.au/product/000000000000365275
SIMPLEE Mi Goreng Noodles 5 Pack 425g,2.49,$0.59 per 100 g,https://www.aldi.com.au/product/000000000000365320
BLACKSTONE GOURMET SNACK CO. Deli Style Flavoured Potato Chips 10 Pack 280g,4.99,$1.78 per 100 g,https://www.aldi.com.au/product/000000000000365451
FORRESTERS Roasted & Salted Cashews 750g,13.49,$17.99 per 1 kg,https://www.aldi.com.au/product/000000000000365477
SANITARIUM Weet-Bix 375g,3.49,$0.93 per 100 g,https://www.aldi.com.au/product/000000000000365527
SWEET VINE Sweetened Dried Cranberries 170g,2.89,$17.00 per 1 kg,https://www.aldi.com.au/product/000000000000365538
SWEET VINE Pitted Dates 500g,2.39,$4.78 per 1 kg,https://www.aldi.com.au/product/000000000000365557
BELMONT BISCUIT CO. Chocolate Clouds Biscuits 200g,3.29,$1.65 per 100 g,https://www.aldi.com.au/product/000000000000365661
HILLCREST Sesame Snaps 3 Pack 120g,1.39,$1.16 per 100 g,https://www.aldi.com.au/product/000000000000365717
OCEAN RISE Yellowfin Tuna Chunks in Springwater 425g,4.49,$10.56 per 1 kg,https://www.aldi.com.au/product/000000000000365795
EXPRESSI Coffee Capsules Tauro 16 Pack 124g,7.99,$0.50 per 1 each,https://www.aldi.com.au/product/000000000000365846
EXPRESSI Coffee Capsules Reggio 16 Pack 124g,7.99,$0.50 per 1 each,https://www.aldi.com.au/product/000000000000365851
EXPRESSI Coffee Capsules Torino 16 Pack 124g,7.99,$0.50 per 1 each,https://www.aldi.com.au/product/000000000000365853
EXPRESSI Coffee Capsules Abruzzo 16 pack 124g,7.99,$0.50 per 1 each,https://www.aldi.com.au/product/000000000000365855
EXPRESSI Rich Hot Chocolate Capsule 16 Pack 208g,7.99,$0.50 per 1 each,https://www.aldi.com.au/product/000000000000365857
COLWAY Worcestershire sauce 250 ml,1.89,$0.76 per 100 ml,https://www.aldi.com.au/product/000000000000365902
OH SO NATURAL ORGANIC Organic Extra Virgin Coconut Oil 300g,3.99,$1.33 per 100 g,https://www.aldi.com.au/product/000000000000365981
BELMONT BISCUIT CO. Sugar Free Maria Biscuits 200g,2.49,$1.25 per 100 g,https://www.aldi.com.au/product/000000000000366071
BRAMWELLS Mixed Blossom Honey Twist & Squeeze 375g,3.99,$1.06 per 100 g,https://www.aldi.com.au/product/000000000000366143
BELMONT BISCUIT CO. Chocolate Mint Cremes Biscuits 200g,2.79,$1.40 per 100 g,https://www.aldi.com.au/product/000000000000366192
BELMONT BISCUIT CO. Milk Chocolate Caramelts Biscuits 200g,2.79,$1.40 per 100 g,https://www.aldi.com.au/product/000000000000366193
BELMONT BISCUIT CO. Cart Wheels Biscuits 200g,3.29,$1.65 per 100 g,https://www.aldi.com.au/product/000000000000366194
BELMONT BISCUIT CO. Peanut Cookies 175g,2.09,$1.19 per 100 g,https://www.aldi.com.au/product/000000000000366195
BELMONT BISCUIT CO. Just Divine Biscuits 200g,2.85,$1.43 per 100 g,https://www.aldi.com.au/product/000000000000366196
Top 20 Family Favourites Chips Multipack 20 Pack 375g,7.49,$2.00 per 100 g,https://www.aldi.com.au/product/000000000000366203
BELMONT BISCUIT CO. Shortbread Fingers 200g,2.29,$1.15 per 100 g,https://www.aldi.com.au/product/000000000000366215
BROOKDALE Waffle Cones 12 Pack 170g,2.89,$0.24 per 1 each,https://www.aldi.com.au/product/000000000000366241
REMANO Pasta Spaghetti 500g,0.89,$0.18 per 100 g,https://www.aldi.com.au/product/000000000000366260
REMANO Pasta Macaroni 500g,0.99,$0.20 per 100 g,https://www.aldi.com.au/product/000000000000366265
REMANO Pasta Fettuccine 500g,0.99,$0.20 per 100 g,https://www.aldi.com.au/product/000000000000366266
REMANO Pasta Large Shells 500g,0.99,$0.20 per 100 g,https://www.aldi.com.au/product/000000000000366267
REMANO Pasta Spirals 500g,0.89,$0.18 per 100 g,https://www.aldi.com.au/product/000000000000366268
REMANO Penne Pasta 500g,0.89,$0.18 per 100 g,https://www.aldi.com.au/product/000000000000366269
THE OLIVE TREE Australian Extra Virgin Olive Oil 1L,19.99,$2.00 per 100 ml,https://www.aldi.com.au/product/000000000000366277
OCEAN RISE Italian Style Yellowfin Tuna Chunks in Oil 95g,1.29,$13.58 per 1 kg,https://www.aldi.com.au/product/000000000000366295
REMANO Australian Diced Tomatoes 400g,1.29,$3.23 per 1 kg,https://www.aldi.com.au/product/000000000000366319
SWEET VINE Dried Fig Garland 375g,4.99,$13.31 per 1 kg,https://www.aldi.com.au/product/000000000000366330
BELMONT BISCUIT CO. Butternut Snap Cookies 200g,1.99,$1.00 per 100 g,https://www.aldi.com.au/product/000000000000366337
STONEMILL Black Peppercorn Grinder 50g,3.69,$0.74 per 10 g,https://www.aldi.com.au/product/000000000000366342
STONEMILL Iodised Sea Salt Grinder 110g,3.69,$0.34 per 10 g,https://www.aldi.com.au/product/000000000000366343
ARNOTT'S Mint Slice Chocolate Biscuits 200g,4.49,$2.25 per 100 g,https://www.aldi.com.au/product/000000000000366356
ARNOTT'S Shortbread Cream Biscuits 250g,3.49,$1.40 per 100 g,https://www.aldi.com.au/product/000000000000366357
ARNOTT'S Tim Tam Original Chocolate Biscuits 200g,4.49,$2.25 per 100 g,https://www.aldi.com.au/product/000000000000366359
"MCILHENNY CO, TABASCO Tabasco Sauce 60ml",4.99,$8.32 per 100 ml,https://www.aldi.com.au/product/000000000000366366
BELMONT BISCUIT CO. Stem Ginger Cookies 200g,2.69,$1.35 per 100 g,https://www.aldi.com.au/product/000000000000366376
FORRESTERS Honey Roasted Cashews 750g,15.99,$21.32 per 1 kg,https://www.aldi.com.au/product/000000000000366418
IMPERIAL GRAIN Microwave Rice Pouch Basmati 250g,1.65,$0.66 per 100 g,https://www.aldi.com.au/product/000000000000366491
IMPERIAL GRAIN Microwave Rice Pouch Jasmine 250g,1.65,$0.66 per 100 g,https://www.aldi.com.au/product/000000000000366493
IMPERIAL GRAIN Microwave Rice Pouch Long Grain White 250g,1.65,$0.66 per 100 g,https://www.aldi.com.au/product/000000000000366495
ARNOTT'S TeeVee Snacks Biscuits Malt Sticks 175g,2.79,$1.59 per 100 g,https://www.aldi.com.au/product/000000000000366516
ARNOTT'S Shapes Multipack Cracker Biscuits Variety 15 pack,5.99,$1.60 per 100 g,https://www.aldi.com.au/product/000000000000366564
GOLDENVALE Quick Oats 750g,1.49,$0.20 per 100 g,https://www.aldi.com.au/product/000000000000366566
GOLDENVALE Rolled Oats 750g,1.49,$0.20 per 100 g,https://www.aldi.com.au/product/000000000000366568
SPRINTERS Crinkle Cut Potato Chips Salt & Vinegar 230g,2.69,$1.17 per 100 g,https://www.aldi.com.au/product/000000000000366599
CHEFS' CUPBOARD Chicken Flavour Liquid Stock 1L,1.85,$0.19 per 100 ml,https://www.aldi.com.au/product/000000000000366613
HEINZ Baked Beans 3 Pack 300g,6.99,$0.78 per 100 g,https://www.aldi.com.au/product/000000000000366618
DAMORA Rice Crackers Seaweed 100g,0.95,$0.95 per 100 g,https://www.aldi.com.au/product/000000000000366630
DAMORA Rice Crackers Cheese 100g,0.95,$0.95 per 100 g,https://www.aldi.com.au/product/000000000000366632
ARNOTT'S Salada Original Crispbread 250g,3.49,$1.40 per 100 g,https://www.aldi.com.au/product/000000000000366641
BEGA Macaroni & Cheese 280g,4.49,$1.60 per 100 g,https://www.aldi.com.au/product/000000000000366652
BELMONT BISCUIT CO. Choc Chip Cookies 500g,2.79,$0.56 per 100 g,https://www.aldi.com.au/product/000000000000366697
ARNOTT'S Cruskits Original Crispbread 125g,3.49,$2.79 per 100 g,https://www.aldi.com.au/product/000000000000366738
ARNOTT'S Shapes Chicken Crimpy Cracker Biscuits 250g,3.99,$1.60 per 100 g,https://www.aldi.com.au/product/000000000000366739
LAZZIO Coffee Beans Medium 1kg,21.99,$2.20 per 100 g,https://www.aldi.com.au/product/000000000000366741
LAZZIO Coffee Beans Dark 1kg,17.99,$1.80 per 100 g,https://www.aldi.com.au/product/000000000000366742
DAMORA Rice Crackers BBQ 100g,0.95,$0.95 per 100 g,https://www.aldi.com.au/product/000000000000366814
SWEET VALLEY Australian Apple Slices in Juice 410g,2.09,$5.10 per 1 kg,https://www.aldi.com.au/product/000000000000366831
SWEET VALLEY Australian Apricot Halves in Juice 410g,1.89,$4.61 per 1 kg,https://www.aldi.com.au/product/000000000000366832
BELMONT BISCUIT CO. Fruit & Fibre Oat Biscuits 300g,2.69,$0.90 per 100 g,https://www.aldi.com.au/product/000000000000366842
REMANO Cous Cous 500g,1.99,$0.40 per 100 g,https://www.aldi.com.au/product/000000000000366856
OH SO NATURAL ORGANIC Organic Apple Cider Vinegar 500ml,3.29,$0.66 per 100 ml,https://www.aldi.com.au/product/000000000000366858
DAMORA Original Brown Rice Crackers 100g,1.49,$1.49 per 100 g,https://www.aldi.com.au/product/000000000000366862
DAMORA Multigrain Brown Rice Crackers 100g,1.49,$1.49 per 100 g,https://www.aldi.com.au/product/000000000000366863
BRAMWELLS Smooth Peanut Butter 500g,3.09,$0.62 per 100 g,https://www.aldi.com.au/product/000000000000366866
FORRESTERS Cowboy Mix 500g,7.49,$14.98 per 1 kg,https://www.aldi.com.au/product/000000000000366868
DAMORA Crispetts Crispbread 125g,2.29,$1.83 per 100 g,https://www.aldi.com.au/product/000000000000366869
BRAMWELLS Crunchy Peanut Butter 500g,3.09,$0.62 per 100 g,https://www.aldi.com.au/product/000000000000366870
FORRESTERS Superfood Mix 400g,7.99,$19.98 per 1 kg,https://www.aldi.com.au/product/000000000000366871
REAL FOODS Real Foods Corn Thins Original 150g,1.99,$1.33 per 100 g,https://www.aldi.com.au/product/000000000000366909
ARNOTT'S Shapes BBQ Cracker Biscuits 250g,3.99,$1.60 per 100 g,https://www.aldi.com.au/product/000000000000366911
ARNOTT'S Shapes Pizza Cracker Biscuits 250g,3.99,$1.48 per 100 g,https://www.aldi.com.au/product/000000000000366912
HILLCREST Fruit Rolls 6 Pack 94g,3.99,$4.24 per 100 g,https://www.aldi.com.au/product/000000000000366917
BELMONT BISCUIT CO. Gluten Free Coconut Macaroons 160g,2.99,$1.87 per 100 g,https://www.aldi.com.au/product/000000000000366942
TWISTIES Cheese Twisties 270g,3.99,$1.48 per 100 g,https://www.aldi.com.au/product/000000000000366951
NEW SEASON Sliced Beetroot 425g,1.69,$3.98 per 1 kg,https://www.aldi.com.au/product/000000000000366959
IMPERIAL GRAIN Brown Rice Microwave Pouch 250g,1.65,$0.66 per 100 g,https://www.aldi.com.au/product/000000000000366978
IMPERIAL GRAIN Microwave Rice Pouch Egg Fried Rice 250g,2.29,$0.92 per 100 g,https://www.aldi.com.au/product/000000000000367017
SWEET VALLEY Fruit Salad in Syrup 825g,2.89,$3.50 per 1 kg,https://www.aldi.com.au/product/000000000000367038
DAMORA Snakos Cheddar 200g,1.79,$0.90 per 100 g,https://www.aldi.com.au/product/000000000000367048
DAMORA Snakos Pizza Biscuits 200g,1.79,$0.90 per 100 g,https://www.aldi.com.au/product/000000000000367049
DAMORA Snakos Chicken Biscuits 200g,1.79,$0.90 per 100 g,https://www.aldi.com.au/product/000000000000367050
DAMORA Snakos Barbecue Biscuits 200g,1.79,$0.90 per 100 g,https://www.aldi.com.au/product/000000000000367051
EXPRESSI Coffee Capsules Intenzo 16 Pack 124g,7.99,$0.50 per 1 each,https://www.aldi.com.au/product/000000000000367151
DIPLOMAT English Breakfast Tea Bags 50 Pack,1.99,$0.04 per 1 each,https://www.aldi.com.au/product/000000000000367160
BELMONT BISCUIT CO. Chocolate Chip Cookies 200g,3.69,$1.85 per 100 g,https://www.aldi.com.au/product/000000000000367216
HILLCREST Muesli Bars Chewy Choc Chip 15 Pack 470g,5.49,$1.17 per 100 g,https://www.aldi.com.au/product/000000000000367270
DAMORA Crinkle Cut Rice Crackers Sour Cream & Chives 100g,1.99,$1.99 per 100 g,https://www.aldi.com.au/product/000000000000367435
DAMORA Crinkle Cut Rice Crackers Sea Salt & Balsamic Vinegar 100g,1.99,$1.99 per 100 g,https://www.aldi.com.au/product/000000000000367436
TETLEY Extra Strong Tea Bags 100 Pack,4.69,$0.05 per 1 each,https://www.aldi.com.au/product/000000000000367514
