Name,Price,Price / KG,URL
Woolworths Kale & Baby Spinach 300g,5.0,$16.67 / 1KG,https://www.woolworths.com.au/shop/productdetails/54901
Jazz Apple Snackers Punnet 1kg,5.5,$5.50 / 1KG,https://www.woolworths.com.au/shop/productdetails/325816
Macro Organic Royal Gala Apple Punnet 1kg,8.0,$8.00 / 1KG,https://www.woolworths.com.au/shop/productdetails/154338
Woolworths Mixed Leaf With Beetroot & Carrot 180g,4.0,$22.22 / 1KG,https://www.woolworths.com.au/shop/productdetails/317566
Woolworths Sweet Baby Vine Capsicum 175g,5.5,$31.43 / 1KG,https://www.woolworths.com.au/shop/productdetails/105134
Fresh Fennel each,3.5,$3.50 / 1EA,https://www.woolworths.com.au/shop/productdetails/137605
Woolworths Caesar Salad Kit Entertainer Pack 500g,7.5,$15.00 / 1KG,https://www.woolworths.com.au/shop/productdetails/210691
Fresh Radish Bunch each,3.9,$3.90 / 1EA,https://www.woolworths.com.au/shop/productdetails/147319
Organic Strawberry Punnet 250g,7.0,$28.00 / 1KG,https://www.woolworths.com.au/shop/productdetails/149820
Woolworths Classic Coleslaw Kit 500g,4.5,$9.00 / 1KG,https://www.woolworths.com.au/shop/productdetails/54899
Woolworths Little Gem Lettuce Green 2 pack,4.9,$4.90 / 1EA,https://www.woolworths.com.au/shop/productdetails/823690
Woolworths Cranberry & Kale Slaw Kit 350g,5.5,$15.71 / 1KG,https://www.woolworths.com.au/shop/productdetails/210687
Woolworths Mushrooms Swiss Brown Sliced Punnet 200g,5.5,$27.50 / 1KG,https://www.woolworths.com.au/shop/productdetails/381241
Silverbeet Fresh Bunch each,4.9,$4.90 / 1EA,https://www.woolworths.com.au/shop/productdetails/178497
Woolworths Honey Mustard Salad Kit 285g,5.5,$19.30 / 1KG,https://www.woolworths.com.au/shop/productdetails/210686
Organic Mini Watermelon Seedless each,,,https://www.woolworths.com.au/shop/productdetails/79288
Papaya Red Whole each,4.5,$4.50 / 1EA,https://www.woolworths.com.au/shop/productdetails/172659
Woolworths Mushrooms Cups Sliced Punnet 375g,5.5,$14.67 / 1KG,https://www.woolworths.com.au/shop/productdetails/201685
Aussie Sprouts Alfalfa Sprouts 125g,2.5,$20.00 / 1KG,https://www.woolworths.com.au/shop/productdetails/147947
Macro Organic Dutch Cream Potatoes Bag 1kg,4.5,$4.50 / 1KG,https://www.woolworths.com.au/shop/productdetails/769063
Macro Organic Kiwi Fruit 6 pack,6.5,$1.08 / 1EA,https://www.woolworths.com.au/shop/productdetails/153654
Woolworths Lemongrass Fresh Herb Punnet 30g,3.2,$1.07 / 10G,https://www.woolworths.com.au/shop/productdetails/707362
Gourmet Garden Cold Blend Pastes Garlic Value 120g,5.0,$0.42 / 10G,https://www.woolworths.com.au/shop/productdetails/706450
Woolworths Thai Basil Punnet 15g,,,https://www.woolworths.com.au/shop/productdetails/707363
Woolworths Choy Sum Asian Greens each,2.9,$2.90 / 1EA,https://www.woolworths.com.au/shop/productdetails/136979
Woolworths Baby Leaf Spinach & Rocket 60g,2.0,$33.33 / 1KG,https://www.woolworths.com.au/shop/productdetails/379518
Golden Palm Medjool Dates 225g,9.5,$42.22 / 1KG,https://www.woolworths.com.au/shop/productdetails/209198
Woolworths Lettuce Oakleaf Combo each,3.5,$3.50 / 1EA,https://www.woolworths.com.au/shop/productdetails/721337
Pumpkin Jarrahdale Grey Cut each,3.5,$3.50 / 1EA,https://www.woolworths.com.au/shop/productdetails/147199
Orange Blood Bag 1kg,3.9,$3.90 / 1KG,https://www.woolworths.com.au/shop/productdetails/332050
Woolworths Lebanese Cucumber 500g,6.9,$13.80 / 1KG,https://www.woolworths.com.au/shop/productdetails/839573
Woolworths Caesar Salad Bowl 200g,5.5,$27.50 / 1KG,https://www.woolworths.com.au/shop/productdetails/164642
Woolworths Beetroot & Feta Salad Kit 270g,6.5,$24.07 / 1KG,https://www.woolworths.com.au/shop/productdetails/703808
Kanzi Apple Punnet 1kg,,,https://www.woolworths.com.au/shop/productdetails/785544
Corn Sweet Polka Dot Punnet 500g,5.6,$11.20 / 1KG,https://www.woolworths.com.au/shop/productdetails/165715
Woolworths Washed & Ready To Cook Broccoli Florets 150g,2.0,$13.33 / 1KG,https://www.woolworths.com.au/shop/productdetails/159055
Woolworths Roasting Potatoes 1.5kg,7.0,$4.67 / 1KG,https://www.woolworths.com.au/shop/productdetails/386219
Woolworths Roast Mixed Vegetables With Garlic & Rosemary 500g,5.0,$10.00 / 1KG,https://www.woolworths.com.au/shop/productdetails/583615
Woolworths Mexican Style Salad Kit 400g,5.5,$13.75 / 1KG,https://www.woolworths.com.au/shop/productdetails/901520
Gourmet Garden Cold Blend Pastes Lemongrass 80g,4.0,$0.50 / 10G,https://www.woolworths.com.au/shop/productdetails/948525
Mandarin Murcott Low Seeded each,0.72,$0.72 / 1EA,https://www.woolworths.com.au/shop/productdetails/310711
The Odd Bunch Mini Cucumber Punnet 450g,,,https://www.woolworths.com.au/shop/productdetails/841564
Woolworths Caesar Salad Kit Tub 250g,5.9,$23.60 / 1KG,https://www.woolworths.com.au/shop/productdetails/169160
Woolworths Brussel Sprouts Prepack Punnet 500g,5.9,$11.80 / 1KG,https://www.woolworths.com.au/shop/productdetails/134784
Woolworths Portobello Flat Mushrooms Punnet 375g,8.5,$22.67 / 1KG,https://www.woolworths.com.au/shop/productdetails/215609
The Odd Bunch Tomato Prepacked 1kg,5.3,$5.30 / 1KG,https://www.woolworths.com.au/shop/productdetails/825891
Ambrosia Apple each,1.38,$1.38 / 1EA,https://www.woolworths.com.au/shop/productdetails/90622
Avofresh Classic Avocado Guacamole 160g,5.9,$3.69 / 100G,https://www.woolworths.com.au/shop/productdetails/243094
Macro Organic Round Beans 200g,5.0,$25.00 / 1KG,https://www.woolworths.com.au/shop/productdetails/306567
Woolworths Green Goodness Salad Bowl 240g,5.9,$24.58 / 1KG,https://www.woolworths.com.au/shop/productdetails/56534
Macro Organic Sweet Potato each,4.91,$4.91 / 1EA,https://www.woolworths.com.au/shop/productdetails/413886
Gourmet Garden Coriander Lightly Dried Sachet 8g,4.0,$5.00 / 10G,https://www.woolworths.com.au/shop/productdetails/781395
Cabbage Green Whole each,8.5,$8.50 / 1EA,https://www.woolworths.com.au/shop/productdetails/134923
Woolworths Japanese Style Slaw Kit 400g,5.5,$13.75 / 1KG,https://www.woolworths.com.au/shop/productdetails/901516
Macro Organic Celery Sticks 250g,,,https://www.woolworths.com.au/shop/productdetails/629215
Woolworths Sage Fresh Herb Punnet 10g,3.2,$3.20 / 10G,https://www.woolworths.com.au/shop/productdetails/707369
Macro Organic Herb Coriander Bunch each,4.2,$4.20 / 1EA,https://www.woolworths.com.au/shop/productdetails/427867
Woolworths Honeydew Large Half each,3.95,$3.95 / 1EA,https://www.woolworths.com.au/shop/productdetails/113616
Cabbage Chinese Wombok Whole each,4.9,$4.90 / 1EA,https://www.woolworths.com.au/shop/productdetails/170127
Honeydew Melon Whole each,7.9,$7.90 / 1EA,https://www.woolworths.com.au/shop/productdetails/139765
Woolworths Beetroot & Feta Salad Bowl 200g,5.9,$29.50 / 1KG,https://www.woolworths.com.au/shop/productdetails/164620
Woolworths Kaffir Lime Leaf Fresh Herb Punnet 10g,3.2,$3.20 / 10G,https://www.woolworths.com.au/shop/productdetails/707373
Perfection Kumato Tomato Punnet 300g,4.9,$16.33 / 1KG,https://www.woolworths.com.au/shop/productdetails/663649
Macro Fresh Lettuce Baby Cos Organic Pack each,5.5,$5.50 / 1EA,https://www.woolworths.com.au/shop/productdetails/786006
Woolworths Rainbow Coleslaw 300g,3.0,$10.00 / 1KG,https://www.woolworths.com.au/shop/productdetails/702156
Macro Organic Broccoli 500g,7.7,$15.40 / 1KG,https://www.woolworths.com.au/shop/productdetails/810386
Macro Pumpkin Kent Cut Organic each,2.45,$2.45 / 1EA,https://www.woolworths.com.au/shop/productdetails/1632
Woolworths Mixed Vegetables Soup Starter With Celery 1kg,4.9,$4.90 / 1KG,https://www.woolworths.com.au/shop/productdetails/120230
Woolworths COOK Stir Fry Mix Rainbow Vegetables 400g,3.5,$8.75 / 1KG,https://www.woolworths.com.au/shop/productdetails/185251
Woolworths Whole Fresh Beetroot 500g,5.0,$10.00 / 1KG,https://www.woolworths.com.au/shop/productdetails/780372
Just Veg. Carrot Sticks 150g,2.0,$13.33 / 1KG,https://www.woolworths.com.au/shop/productdetails/259404
Turnip Fresh each,1.4,$1.40 / 1EA,https://www.woolworths.com.au/shop/productdetails/199732
Woolworths Washed & Ready To Cook Broccoli & Cauliflower Florets 150g,2.0,$13.33 / 1KG,https://www.woolworths.com.au/shop/productdetails/159054
Melonball each,4.9,$4.90 / 1EA,https://www.woolworths.com.au/shop/productdetails/66613
Avofresh Avocado Hint Of Lemon Tube 160g,5.9,$3.69 / 100G,https://www.woolworths.com.au/shop/productdetails/364554
Macro Organic Ginger Punnet 150g,6.5,$43.33 / 1KG,https://www.woolworths.com.au/shop/productdetails/157404
Macro Wholefoods Market Organic Australian Mini Cucumbers 200g,5.0,$25.00 / 1KG,https://www.woolworths.com.au/shop/productdetails/271213
Bravo Apple Punnet 750g,5.15,$6.87 / 1KG,https://www.woolworths.com.au/shop/productdetails/22095
Woolworths Korean Style Salad Kit 400g,5.5,$13.75 / 1KG,https://www.woolworths.com.au/shop/productdetails/703827
Woolworths Smokey BBQ Slaw Kit 450g,4.5,$10.00 / 1KG,https://www.woolworths.com.au/shop/productdetails/210690
Woolworths Asian Salad Bowl 230g,5.5,$23.91 / 1KG,https://www.woolworths.com.au/shop/productdetails/164644
Macro Organic Avocado each,2.9,$2.90 / 1EA,https://www.woolworths.com.au/shop/productdetails/792361
Leek Twin Pack 2 pack,5.5,$5.50 / 1EA,https://www.woolworths.com.au/shop/productdetails/308186
Woolworths Ranch Salad Kit 400g,5.0,$12.50 / 1KG,https://www.woolworths.com.au/shop/productdetails/901517
Avofresh Smashed Avocado 160g,5.9,$3.69 / 100G,https://www.woolworths.com.au/shop/productdetails/820738
Woolworths Red Cayenne Chilli (Medium) Punnet 50g,3.9,$78.00 / 1KG,https://www.woolworths.com.au/shop/productdetails/876327
Woolworths Corella Pear 750g,4.4,$5.87 / 1KG,https://www.woolworths.com.au/shop/productdetails/668580
Woolworths Mushrooms Shiitake Punnet 100g,6.9,$69.00 / 1KG,https://www.woolworths.com.au/shop/productdetails/143311
Woolworths Thai Style Salad Kit 315g,5.5,$17.46 / 1KG,https://www.woolworths.com.au/shop/productdetails/515547
Woolworths COOK Baby Potatoes With Butter & Herb 400g,5.0,$12.50 / 1KG,https://www.woolworths.com.au/shop/productdetails/224918
Woolworths Carrot Dutch Bunch each,4.0,$4.00 / 1EA,https://www.woolworths.com.au/shop/productdetails/135334
Woolworths Fresh Pineapple Tub 200g,4.5,$22.50 / 1KG,https://www.woolworths.com.au/shop/productdetails/73195
Macro Fresh Celery Heart Organic each,7.5,$7.50 / 1EA,https://www.woolworths.com.au/shop/productdetails/789892
Blueberries Punnet 300g,7.0,$23.33 / 1KG,https://www.woolworths.com.au/shop/productdetails/186155
Galiko All Natural Ginger Minced Jar 145g,3.0,$0.21 / 10G,https://www.woolworths.com.au/shop/productdetails/185242
Macro Certified Organic Salad Mix 100g,3.8,$38.00 / 1KG,https://www.woolworths.com.au/shop/productdetails/717238
Papaya Red Cut Half each,2.25,$2.25 / 1EA,https://www.woolworths.com.au/shop/productdetails/173415
Macro Organic Dates Punnet 200g,7.9,$39.50 / 1KG,https://www.woolworths.com.au/shop/productdetails/318163
Macro Organic Herb Parsley Bunch each,4.2,$4.20 / 1EA,https://www.woolworths.com.au/shop/productdetails/427873
Woolworths Ready To Steam Zucchini Spaghetti 250g,3.0,$12.00 / 1KG,https://www.woolworths.com.au/shop/productdetails/515646
Pitted Medjool Dates Snack 340g,12.5,$36.76 / 1KG,https://www.woolworths.com.au/shop/productdetails/670109
Galiko All Natural Garlic Minced Jar 145g,3.0,$0.21 / 10G,https://www.woolworths.com.au/shop/productdetails/185243
Gourmet Garden Lightly Dried Chives 4g,4.0,$10.00 / 10G,https://www.woolworths.com.au/shop/productdetails/555398
Parsnip Mini 350g,6.0,$17.14 / 1KG,https://www.woolworths.com.au/shop/productdetails/738337
Macro Organic Potato White Washed 1kg,6.0,$6.00 / 1KG,https://www.woolworths.com.au/shop/productdetails/499124
Pear Red Angel each,1.09,$1.09 / 1EA,https://www.woolworths.com.au/shop/productdetails/116404
Woolworths Freshly Cut Watermelon With Mint Tub 200g,4.5,$22.50 / 1KG,https://www.woolworths.com.au/shop/productdetails/880303
Woolworths Little Gem Lettuce Combo 2 pack,4.9,$4.90 / 1EA,https://www.woolworths.com.au/shop/productdetails/823691
Woolworths White Flat Mushrooms Punnet 375g,6.0,$16.00 / 1KG,https://www.woolworths.com.au/shop/productdetails/215610
Macro Organic Solanato Tomatoes 200g,7.0,$35.00 / 1KG,https://www.woolworths.com.au/shop/productdetails/688869
Woolworths Four Seasons Coleslaw 400g,4.5,$11.25 / 1KG,https://www.woolworths.com.au/shop/productdetails/233567
Blueberries Punnet 170g,5.0,$29.41 / 1KG,https://www.woolworths.com.au/shop/productdetails/53192
Gourmet Garden Cold Blend Pastes Basil 80g,4.0,$0.50 / 10G,https://www.woolworths.com.au/shop/productdetails/948505
Birch & Waite Belgian Chocolate Dessert Sauce 130g,3.3,$25.38 / 1KG,https://www.woolworths.com.au/shop/productdetails/669459
Macro Organic Coleslaw & Kale Slaw Kit 250g,4.5,$18.00 / 1KG,https://www.woolworths.com.au/shop/productdetails/651491
Zucchini Green Punnet 500g,,,https://www.woolworths.com.au/shop/productdetails/839552
Woolworths Oregano Fresh Herb Punnet 10g,3.2,$3.20 / 10G,https://www.woolworths.com.au/shop/productdetails/707371
Organic Pumpkin Butternut each,4.9,$4.90 / 1EA,https://www.woolworths.com.au/shop/productdetails/685740
Macro Organic Mini Capsicum each,4.9,$28.00 / 1KG,https://www.woolworths.com.au/shop/productdetails/7238
Macro Onion Spring Organic each,5.5,$5.50 / 1EA,https://www.woolworths.com.au/shop/productdetails/122674
Passionfruit 6 pack,,,https://www.woolworths.com.au/shop/productdetails/125222
Macro Organic Kale each,5.9,$5.90 / 1EA,https://www.woolworths.com.au/shop/productdetails/772786
Macro Organic Beetroot 250g,4.8,$19.20 / 1KG,https://www.woolworths.com.au/shop/productdetails/806260
Macro Organic Corn Cobettes Pre-Pack 425g,8.9,$20.94 / 1KG,https://www.woolworths.com.au/shop/productdetails/515925
Woolworths Sweet Potato Mash 475g,7.1,$1.49 / 100G,https://www.woolworths.com.au/shop/productdetails/674323
Fresh Savoy Cabbage Half each,4.25,$4.25 / 1EA,https://www.woolworths.com.au/shop/productdetails/135030
Woolworths COOK Stir Fry Mix Asian Style Vegetables 400g,,,https://www.woolworths.com.au/shop/productdetails/409879
Rhubarb Fresh Bunch each,5.9,$5.90 / 1EA,https://www.woolworths.com.au/shop/productdetails/147346
Woolworths Cobb Salad Bowl 240g,5.9,$24.58 / 1KG,https://www.woolworths.com.au/shop/productdetails/164641
Macro Fresh Cauliflower Half Organic each,4.9,$4.90 / 1EA,https://www.woolworths.com.au/shop/productdetails/169763
Macro Organic Wild Rocket 100g,4.5,$45.00 / 1KG,https://www.woolworths.com.au/shop/productdetails/717236
Macro Organic Beetroot Punnet 500g,4.9,$9.80 / 1KG,https://www.woolworths.com.au/shop/productdetails/116277
Woolworths Birdseye Chilli Hot 40g,3.9,$97.50 / 1KG,https://www.woolworths.com.au/shop/productdetails/189001
Woolworths Garden Salad Bowl 180g,5.5,$30.56 / 1KG,https://www.woolworths.com.au/shop/productdetails/164646
Macro Organic Lebanese Cucumber 350g,7.5,$21.43 / 1KG,https://www.woolworths.com.au/shop/productdetails/79173
Woolworths Chicken Buffalo Salad Bowl 180g,5.9,$32.78 / 1KG,https://www.woolworths.com.au/shop/productdetails/56533
Woolworths Mexican Style Salad Bowl 220g,5.5,$25.00 / 1KG,https://www.woolworths.com.au/shop/productdetails/164645
Parmesan Crumbed Potatoes With Garlic Butter 500g,5.0,$10.00 / 1KG,https://www.woolworths.com.au/shop/productdetails/919391
Fresh Beurre Bosc Pear Punnet 750g,3.6,$4.80 / 1KG,https://www.woolworths.com.au/shop/productdetails/784073
Gourmet Garden Cold Blend Pastes Ginger Value 115g,5.0,$0.43 / 10G,https://www.woolworths.com.au/shop/productdetails/59809
Woolworths Yellow Squash Punnet 250g,6.0,$24.00 / 1KG,https://www.woolworths.com.au/shop/productdetails/173264
Summerina Mandarin each,0.66,$0.66 / 1EA,https://www.woolworths.com.au/shop/productdetails/393157
Macro Mini Organic Apple 1kg,8.5,$8.50 / 1KG,https://www.woolworths.com.au/shop/productdetails/773340
Envy Apple Punnet 1kg,,,https://www.woolworths.com.au/shop/productdetails/646356
Perfection Chinese Wombok Baby Whole each,,,https://www.woolworths.com.au/shop/productdetails/179004
Macro Organic Sweet Potato 500g,6.9,$13.80 / 1KG,https://www.woolworths.com.au/shop/productdetails/271214
Woolworths Mushrooms Oyster Punnet 150g,6.9,$46.00 / 1KG,https://www.woolworths.com.au/shop/productdetails/179994
Woolworths Organic Salad Coleslaw 200g,2.5,$12.50 / 1KG,https://www.woolworths.com.au/shop/productdetails/806333
Woolworths Seasonal Fruit Salad Tub 200g,4.5,$22.50 / 1KG,https://www.woolworths.com.au/shop/productdetails/73192
Woolworths Fresh Rockmelon Tub 200g,,,https://www.woolworths.com.au/shop/productdetails/73197
Spanish Onion Red Organic 500g,4.5,$9.00 / 1KG,https://www.woolworths.com.au/shop/productdetails/211784
Avofresh Avocado Lime & Black Pepper Tube 160g,5.9,$3.69 / 100G,https://www.woolworths.com.au/shop/productdetails/405658
Fresh Savoy Cabbage Quarter each,2.1,$2.10 / 1EA,https://www.woolworths.com.au/shop/productdetails/135006
Macro Organic Gourmet Salad Mix 100g,4.0,$40.00 / 1KG,https://www.woolworths.com.au/shop/productdetails/426911
Woolworths Roasted Garlic Mash 475g,7.1,$1.49 / 100G,https://www.woolworths.com.au/shop/productdetails/828746
Gourmet Garden Oregano Lightly Dried 5g,4.0,$8.00 / 10G,https://www.woolworths.com.au/shop/productdetails/593301
Woolworths Green Asparagus Bunch each,,,https://www.woolworths.com.au/shop/productdetails/305235
Choy Sum Baby Asian Greens each,2.9,$2.90 / 1EA,https://www.woolworths.com.au/shop/productdetails/154992
Swedes Fresh each,1.61,$1.61 / 1EA,https://www.woolworths.com.au/shop/productdetails/149358
Woolworths Organic Mushroom Cup 180g,6.5,$36.11 / 1KG,https://www.woolworths.com.au/shop/productdetails/829707
Woolworths Asian Salad Kit Tub 250g,5.9,$23.60 / 1KG,https://www.woolworths.com.au/shop/productdetails/338087
Mango R2E2 each,,,https://www.woolworths.com.au/shop/productdetails/143168
Cabbage Red Whole each,8.5,$8.50 / 1EA,https://www.woolworths.com.au/shop/productdetails/134984
Woolworths COOK Simmer Veggie Mix 400g,4.0,$10.00 / 1KG,https://www.woolworths.com.au/shop/productdetails/218235
Gourmet Garden Paste Coriander 80g,4.0,$0.50 / 10G,https://www.woolworths.com.au/shop/productdetails/948509
Macro Prepack Mandarin 750g,6.5,$8.67 / 1KG,https://www.woolworths.com.au/shop/productdetails/940332
Macro Organic Tomato Punnet 500g,7.0,$14.00 / 1KG,https://www.woolworths.com.au/shop/productdetails/6003624
Woolworths Gourmet Baby Kale Leaf Mix 170g,4.0,$23.53 / 1KG,https://www.woolworths.com.au/shop/productdetails/290118
Garlic & Rosemary Potatoes 400g,5.0,$12.50 / 1KG,https://www.woolworths.com.au/shop/productdetails/919390
Macro Fresh Cabbage Organic Green Half each,6.9,$6.90 / 1EA,https://www.woolworths.com.au/shop/productdetails/149792
Coco Q Green Drinking Coconut each,4.5,$4.50 / 1EA,https://www.woolworths.com.au/shop/productdetails/137009
"Woolworths Carrots, Broccoli & Cauliflower With Herb Butter 200g",5.0,$25.00 / 1KG,https://www.woolworths.com.au/shop/productdetails/583617
Woolworths Washed & Ready To Cook Vegetable Medley 150g,2.3,$15.33 / 1KG,https://www.woolworths.com.au/shop/productdetails/158940
